name;open;high;low;close;volume;marketCap;timestamp
"2781";95999.2914234561;97390.0735011212;95913.219507847;97290.4336527434;46683398668.12;1925229888834.46;"2024-11-29T09:00:00.000Z"
"2781";97288.2847275662;98023.6194356409;96803.7318404584;98023.6194356409;47423753915.78;1939994260723.83;"2024-11-29T12:00:00.000Z"
"2781";98024.1646556625;98693.1681672557;97051.6176350315;97151.9957576793;54328245017.47;1922669268120.16;"2024-11-29T15:00:00.000Z"
"2781";97158.4265106389;97700.9623827184;96964.1404998992;97426.9361124649;56051220151.07;1927991172486.25;"2024-11-29T18:00:00.000Z"
"2781";97427.0683290917;97563.4626410869;97104.5247959691;97461.5237129843;54968682476.36;1928820661174.08;"2024-11-29T21:00:00.000Z"
"2781";97468.8124452958;97499.3424017154;96362.1996084595;96638.2429863213;54256155408.49;1912118310075.88;"2024-11-30T00:00:00.000Z"
"2781";96624.7949794134;97207.468020989;96445.009517673;97207.468020989;53506600142.83;1923513746024.74;"2024-11-30T03:00:00.000Z"
"2781";97200.6388780139;97264.5822664122;96630.2275704532;96994.2775828722;53749126053.88;1919390157068.45;"2024-11-30T06:00:00.000Z"
"2781";96992.2621602229;97004.5684623837;96144.2198283204;96309.5413964402;51456950312.66;1905819711372.64;"2024-11-30T09:00:00.000Z"
"2781";96309.9502024996;96759.8324748333;96286.6092459986;96480.2456277283;46535927507.22;1909196804264.86;"2024-11-30T12:00:00.000Z"
"2781";96488.9678150035;96998.8239159652;96452.6017717449;96837.0421382573;35997797780.69;1916294181549.37;"2024-11-30T15:00:00.000Z"
"2781";96835.8136820007;97105.0045054516;96824.9393599815;97024.7769690908;32656346729.03;1919950661224.62;"2024-11-30T18:00:00.000Z"
"2781";97020.586034792;97046.2993648271;96374.734835054;96449.0558127732;31634227866.46;1908652965665.17;"2024-11-30T21:00:00.000Z"
"2781";96461.3368002386;96707.0253371718;95770.1844650506;95779.2236862395;32630638652.94;1895564245117.32;"2024-12-01T00:00:00.000Z"
"2781";95774.2504454327;96540.7454428122;95771.2078906616;96384.8918956071;32373340595.56;1907347015701.89;"2024-12-01T03:00:00.000Z"
"2781";96369.3676776658;97213.0169153505;96358.0513743668;97101.4634105866;31119048683.83;1921454074896.68;"2024-12-01T06:00:00.000Z"
"2781";97101.4512121724;97178.031427374;96642.0082363213;97173.4885854675;30356874837.65;1923029097862.84;"2024-12-01T09:00:00.000Z"
"2781";97172.4506911762;97456.1188830227;96747.7890147866;97352.5530769875;31902025349.37;1926598504710.04;"2024-12-01T12:00:00.000Z"
"2781";97352.5111449426;97409.8481287233;97060.5656643949;97360.5926079186;32652751845.12;1926991107804.18;"2024-12-01T15:00:00.000Z"
"2781";97359.0959950236;97575.8387336401;96886.434049681;97132.0074990749;34221692147.23;1922075004717.98;"2024-12-01T18:00:00.000Z"
"2781";97150.0714210348;97878.0124186879;97112.0176283206;97648.1292868684;0;0;"2024-12-01T21:00:00Z"
